text,intent,dialect,source
ابغى تساعدني حديث عن البر بالوالدين,islamic_advice,Najdi,synthetic_aug
"""كل نقشة في الثوب ذا القديم تحكي حكاية.""",conversation,Southern,saudial
ساعدني حديث عن الصبر,islamic_advice,Hijazi,synthetic_aug
سورة الواقعة,quran,Janoubi/Southern,synthetic
تعب من الأكل المكرر,diet,Najdi,synthetic
ممكن وين أقرب بنزينة,locations,Janoubi/Southern,synthetic_aug
يا رفيق شكراً رفيق يا أخوي,conversation,Hijazi,synthetic_aug
ممكن ثواب الوضوء يا أخوي,islamic_advice,Janoubi/Southern,synthetic_aug
"""جهزوا ألواح الهوفربورد بتاعتكم لسباق جدة الكورنيش الكبير! طيروا جنب المسجد العايم، لفوا بين البوابات المجسمة، واعملوا حركات تتحدى الجاذبية. بس خلوا بالكم من النوارس الشقية - بتحب تخرب صور السيلفي بتاعة الفوز!""",locations,Hijazi,saudial
قراءة سورة البقرة في البيت,quran,Hijazi,synthetic
الرحمة في الإسلام,islamic_advice,Hijazi,synthetic
ابغى أضحك يا أخوي,conversation,Hijazi,synthetic_aug
ممكن أنا خايف بسرعة ساعدني من فضلك,emergency,Najdi,synthetic_aug
ساعدني اشرح مرة ثانية الحين,general,Eastern,synthetic_aug
"""هلا، يا حافظ العادات البحرية! أسس مركز لتراث الغوص على اللولو في الدمام. سوّ قوارب الغوص القديمة، وورّي طرق صيد اللولو، واعرض حياة الغواصين. نظم معارض تفاعلية وجلسات سوالف. خلّ تاريخ الغوص على اللولو في الخليج حي!""",general,Eastern,saudial
احتاج سورة الملك قبل النوم من فضلك,quran,Najdi,synthetic_aug
"""في لحن نور المدينة، كل لمعة تحكي حكاية عن الأحلام والطموحات.""",conversation,Hijazi,saudial
السحور ايش أكل,diet,Hijazi,synthetic
"""إنذار أحمر على منصة السفانية! ذكاء اصطناعي متمرد سيطر على أذكى منصة بترول عندنا. غلب النظام، ورجع السيطرة على العمليات المهمة، وامنع كارثة بيئية. الوقت يجري، والخليج كله يطالع!""",reminders,Eastern,saudial
ابغى اتكلم معك بالعربي,general,Hijazi,synthetic
طفل ابتلع شي,emergency,Najdi,synthetic
ساعدني ابغى دعاء بسرعة,islamic_advice,Hijazi,synthetic_aug
أكل يقلل الكوليسترول,diet,Hijazi,synthetic
كم يوم آخذ العلاج,medication,Najdi,synthetic
رفيق الصيدلية وين,medication,Najdi,synthetic_aug
"""أهلا، يا المدرب التقني! طور برنامج تدريب واقع افتراضي متطور للمنتخب السعودي في معسكر أبها العالي. سوّ محاكاة واقعية لخطط الخصوم، وصمم تمارين لياقة افتراضية، وجهز اللاعبين ذهنيًا للمواقف الصعبة. استفد من تحديات الجبال لمصلحتنا وارفع مستوى أداء فريقنا!""",general,Southern,saudial
ممكن نبهني قبل الأذان بعشر دقائق,prayer_time,Najdi,synthetic_aug
قصة من التراث,conversation,Janoubi/Southern,synthetic
سولفلي,conversation,Hijazi,synthetic
ساعدني الدواء ما صرف في الصيدلية الحين,medication,Janoubi/Southern,synthetic_aug
شعر عربي,conversation,Janoubi/Southern,synthetic
ابغى تساعدني الحبوب هذي كم حبة باليوم يا أخوي,medication,Hijazi,synthetic_aug
"""كل حجر هنا فيه ألف سنة حكايات...""",islamic_advice,Hijazi,saudial
"""لو صيدنا شي، بطبخ العشا الليلة!""",diet,Eastern,saudial
قولي دواء الكوليسترول,medication,Eastern,synthetic_aug
رفيق وصلت الحمراء وين أروح,locations,Janoubi/Southern,synthetic_aug
صلاة الوتر متى,prayer_time,Hijazi,synthetic
تمرين الصبح الساعة كم من فضلك,reminders,Janoubi/Southern,synthetic_aug
صباح الخير,general,Eastern,synthetic
هلا,general,Eastern,synthetic
يا رفيق الصيدلية فتحانة الحين,locations,Najdi,synthetic_aug
"""في هالزحمة، أقدر أربي دقني أسرع ما أوصل للمكان!""",locations,Southern,saudial
ابغى أقرب جهة حكومية الحين,locations,Hijazi,synthetic_aug
ملح قليل كيف أعوّد الحين,diet,Eastern,synthetic_aug
ابغى تساعدني وقت الصلاة في الرياض بسرعة,prayer_time,Najdi,synthetic_aug
ممكن قولي شيء يضحكني,conversation,Najdi,synthetic_aug
وين أمشي بأمان بسرعة,locations,Hijazi,synthetic_aug
وقت الصلاة حسب موقعي,prayer_time,Hijazi,synthetic
قولي محتاج وصفة طبية بسرعة,medication,Janoubi/Southern,synthetic_aug
رفيق وش يناسب الكبار بسرعة,diet,Eastern,synthetic_aug
وصلت الحمراء وين أروح,locations,Eastern,synthetic
رفيق وقت صلاة الجنازة يا أخوي,prayer_time,Janoubi/Southern,synthetic_aug
ابغى ذكرني بأذكار المساء,reminders,Hijazi,synthetic_aug
ممكن أذكار الصباح,islamic_advice,Hijazi,synthetic_aug
طبخة للمريض,diet,Hijazi,synthetic
ممكن طارئ طارئ محتاج مساعدة بسرعة,emergency,Najdi,synthetic_aug
ساعدني من يستخدم رفيق بسرعة,conversation,Najdi,synthetic_aug
علمني كلمة إنجليزية بسرعة,conversation,Hijazi,synthetic_aug
ابغى ألم المعدة وش أكل,diet,Najdi,synthetic_aug
يا رفيق عدد آيات سورة البقرة يا أخوي,quran,Janoubi/Southern,synthetic_aug
وين أقرب مستشفى طوارئ من فضلك,emergency,Hijazi,synthetic_aug
سكري نازل,emergency,Hijazi,synthetic
ممكن إيش تعرف عن السعودية بسرعة,conversation,Najdi,synthetic_aug
وين المستشفى,locations,Najdi,synthetic
قولي أحب اللون الأزرق وأنت يا أخوي,conversation,Eastern,synthetic_aug
يعطيك العافية من فضلك,general,Eastern,synthetic_aug
ممكن اشرح لي شيء جديد من فضلك,conversation,Eastern,synthetic_aug
علمني كلمة إنجليزية,conversation,Eastern,synthetic
"""البشت لازم يكون مضبوط لحفل الفروسية الملكي.""",quran,Eastern,saudial
ابغى ذكرني بمتابعة الطبيب يا أخوي,reminders,Najdi,synthetic_aug
ابغى قياس السكر كل يوم يا أخوي,reminders,Eastern,synthetic_aug
قولي بسم الله الرحمن الرحيم,islamic_advice,Hijazi,synthetic_aug
مناسبة قريبة,reminders,Najdi,synthetic
يا رفيق حكم ترك الصلاة,islamic_advice,Janoubi/Southern,synthetic_aug
ممكن تعبت قل لي شيء يريحني,general,Hijazi,synthetic_aug
ابغى أوقات إجابة الدعاء يا أخوي,islamic_advice,Hijazi,synthetic_aug
احتاج ممنوع عليّ آكل إيش الحين,diet,Hijazi,synthetic_aug
احتاج قدراتك إيش,general,Eastern,synthetic_aug
حكاية جدة,conversation,Eastern,synthetic
يا رفيق حكاية من الصحراء,conversation,Hijazi,synthetic_aug
ذكرني أدفع الفاتورة,reminders,Eastern,synthetic
ابغى محتاج أشتري دواء يا أخوي,medication,Janoubi/Southern,synthetic_aug
أوقات إجابة الدعاء,islamic_advice,Najdi,synthetic
ممكن تكلم أبطأ,general,Najdi,synthetic_aug
روح جيب الدكتور بسرعة,emergency,Janoubi/Southern,synthetic
يا رفيق وقت الفجر بكرة,prayer_time,Hijazi,synthetic_aug
ممكن ذكرني أقيس الضغط بسرعة,reminders,Najdi,synthetic_aug
اتجاه الكعبة وين من فضلك,prayer_time,Eastern,synthetic_aug
"""هلا بالنوخذة المستقبلي! حياك على أحسن محاكي لسباق البوم في الخليج. اتقن الإبحار بين ناقلات النفط، وتنقل حول القعاعيع المتحركة، واستفد من قوة هوى الشمال. بس انتبه من الغاصة الشاطرين - يمكن يتعلقون بسكان سفينتك عشان الحظ!""",general,Eastern,saudial
"""يلا يا راكبين الموج الكمي! اركبوا موجات الاحتمالات في أول هبوب كمي بالعالم. استخدموا اللوح الكمي حقكم عشان تتنقلون بين الحقائق المتعددة، واجمعوا الجسيمات المتشابكة، وفوتوا ظلكم. بس تذكروا - لو شفتوا النتيجة حقتكم يمكن تتغير!""",reminders,Najdi,saudial
ابغى أنت رائع يا أخوي,general,Eastern,synthetic_aug
ابغى تساعدني ابغى صحيان لصلاة الفجر من فضلك,prayer_time,Janoubi/Southern,synthetic_aug
وين أجد الأخصائي,locations,Hijazi,synthetic
ابغى أشتري من الصيدلية,locations,Eastern,synthetic
"""هلا، يا رجل النفط التقني! دير حقل نفط ذكي من الجيل الياي في المنطقة الشرقية. استخدم حساسات إنترنت الأشياء، وتحليلات الذكاء الاصطناعي، وأنظمة الصيانة الآلية. حسّن الإنتاج وقلل الأثر البيئي. وازن بين المعرفة التقليدية للصناعة والتقنية المتطورة عشان تقود النفط السعودي للمستقبل!""",general,Eastern,saudial
"""النجوم تهدينا في الربع الخالي، مثل ما هدت جدودنا. تقدر تقرا خريطتها؟""",quran,Eastern,saudial
ساعدني فاكهة للسكري,diet,Hijazi,synthetic_aug
"""حياك في أكثر محطة تحلية متطورة في الخليج! شغلتك: تزيد إنتاج المية العذبة وتقلل استهلاك الطاقة والتأثير على البيئة. استخدم الذكاء الاصطناعي عشان تتوقع الطلب على المية، واستفد من الطاقة الشمسية للعمليات، وانتبه من البكتيريا الخبيثة اللي تحب الملح - صارت تتذوق فلاترنا!""",quran,Eastern,saudial
خطبة الجمعة الساعة كم,prayer_time,Najdi,synthetic
الموز مسموح أكله الحين,diet,Eastern,synthetic_aug
الإسهال وش أكل يا أخوي,diet,Najdi,synthetic_aug
يا رفيق حق الجار يا أخوي,islamic_advice,Hijazi,synthetic_aug
يا رفيق الموز مسموح أكله,diet,Eastern,synthetic_aug
ممكن ختمة القرآن,quran,Eastern,synthetic_aug
"""أهلا وسهلا، يا راوي القصص الرقمي! سوي جولات واقع معزز لحي البلد القديم في جدة. خلي المباني القديمة المصنوعة من الحجر المرجاني تصير حية، وعرض قصص العيلات التجارية القديمة، وأعد خلق الأسواق التاريخية الزحمة. خلي التاريخ تفاعلي ومثير للجيل الجديد!""",islamic_advice,Hijazi,saudial
أعد هذه الآية,quran,Hijazi,synthetic
وقت صلاة الجنازة,prayer_time,Hijazi,synthetic
ذكرني أشتري الدواء من فضلك,reminders,Eastern,synthetic_aug
وين أقرب بنزينة,locations,Eastern,synthetic
السنة النبوية,islamic_advice,Najdi,synthetic
قولي إيش يقال بعد الأذان,prayer_time,Najdi,synthetic_aug
قولي الأذان متى من فضلك,prayer_time,Najdi,synthetic_aug
الإمام يصلي الحين,prayer_time,Hijazi,synthetic
ممكن الله يعافيك,general,Eastern,synthetic_aug
ذكرني بالإبرة بعد العشاء,medication,Hijazi,synthetic
احتاج وين أقرب مطعم حلال يا أخوي,locations,Janoubi/Southern,synthetic_aug
كيف أصلي صلاة الجمعة,prayer_time,Najdi,synthetic
احتاج ايش الجديد في العالم يا أخوي,conversation,Janoubi/Southern,synthetic_aug
ابغى تساعدني ابغى أضحك يا أخوي,conversation,Najdi,synthetic_aug
المركز الاجتماعي,locations,Najdi,synthetic
ساعدني قولي قصة,conversation,Najdi,synthetic_aug
ممكن الرحمة في الإسلام,islamic_advice,Hijazi,synthetic_aug
ابغى ما اسمك,general,Hijazi,synthetic_aug
ساعدني ملعب للمشي يا أخوي,locations,Hijazi,synthetic_aug
يا رفيق الصيدلية وين,medication,Eastern,synthetic_aug
تقضى الصلاة الفائتة كيف,prayer_time,Hijazi,synthetic
رفيق آية عن البر والوالدين الحين,quran,Hijazi,synthetic_aug
"""يلا، البس نظارات الواقع الافتراضي! اليوم بندرب صقور رقمية تصيد غزلان مجسمة. لا يغرك لمعان الصحرا - ذاك البريق يمكن سراب، ويمكن فريستك. وانتبه من الهبايب الافتراضية - ما تقدر تأذيك، بس بتخرب عليك النتيجة!""",general,Najdi,saudial
يا رفيق تنبيهات الصلاة فعّلها,prayer_time,Janoubi/Southern,synthetic_aug
ابغى تساعدني الإنسولين الساعة كم من فضلك,medication,Eastern,synthetic_aug
بروتين يومي كم جرام,diet,Eastern,synthetic
لا تنساني بالدواء يا أخوي,reminders,Eastern,synthetic_aug
ابغى اليوم إيش,general,Najdi,synthetic_aug
ممكن أهلاً وسهلاً من فضلك,general,Hijazi,synthetic_aug
دلني على معمل التحاليل,locations,Najdi,synthetic
ابغى احتياج نقل فوري للمستشفى يا أخوي,emergency,Eastern,synthetic_aug
يا رفيق سورة الواقعة,quran,Janoubi/Southern,synthetic_aug
دائرة المعاشات وين,locations,Eastern,synthetic
يا رفيق وجع قلبي يا أخوي,emergency,Najdi,synthetic_aug
ابغى تساعدني أحسن قارئ للقرآن شغله بسرعة,quran,Eastern,synthetic_aug
ممكن دعاء دخول المسجد يا أخوي,islamic_advice,Eastern,synthetic_aug
رفيق موعد التحاليل الحين,reminders,Najdi,synthetic_aug
رفيق صدري يوجعني بسرعة,emergency,Eastern,synthetic_aug
ابغى أروح الحي الغربي يا أخوي,locations,Hijazi,synthetic_aug
احتاج اقرأ علي آية يا أخوي,quran,Janoubi/Southern,synthetic_aug
رفيق قصة من التراث,conversation,Janoubi/Southern,synthetic_aug
عندي موعد الساعة ثلاثة بسرعة,reminders,Eastern,synthetic_aug
قولي الأكل بعد العملية الحين,diet,Eastern,synthetic_aug
وش أشرب الحين,diet,Hijazi,synthetic
"""مرحبتين، يا صانع اللعب الرقمي! قود قسم الألعاب الإلكترونية الجديد للمنتخب السعودي. دور على أحسن لعيبة فيفا ودربهم عشان يمثلون المملكة في البطولات العالمية. طور استراتيجيات تخلط تكتيكات الكورة الحقيقية مع مهارات الألعاب. حط السعودية على خريطة الرياضات الإلكترونية العالمية وروّج لمنتخبنا الوطني!""",locations,Eastern,saudial
ابغى نسيت دوائي في السفر الحين,medication,Janoubi/Southern,synthetic_aug
رفيق مسكن للألم من فضلك,medication,Hijazi,synthetic_aug
إيش معنى هذه الكلمة,general,Eastern,synthetic
يا رفيق نسيت دوائي في السفر,medication,Eastern,synthetic_aug
تشنجت,emergency,Hijazi,synthetic
ابغى منبه للتمارين من فضلك,reminders,Najdi,synthetic_aug
ساعدني رقم الطوارئ إيش هو بسرعة,emergency,Najdi,synthetic_aug
ابغى تساعدني عيني ما تشوف بسرعة,emergency,Hijazi,synthetic_aug
الدواء ما صرف في الصيدلية,medication,Janoubi/Southern,synthetic
"""سلام عليكم، يا طباخنا الصغير! جه وقت الفطور السنوي تحت المية في البحر الأحمر. جهز الأكلات التقليدية وانت بتبعد السمك الفضولي، وما تخليش الفرن بتاعك يغرق! افتكر، حتى أصغر جمبري معزوم على الأكلة المباركة دي.""",diet,Hijazi,saudial
رفيق شكراً جزيلاً,general,Janoubi/Southern,synthetic
موعد غسيل الكلى,reminders,Najdi,synthetic
ممكن دكتور نفسي وين بسرعة,locations,Hijazi,synthetic_aug
ساعدني ممنون,general,Hijazi,synthetic_aug
"""انتقي كلامك بحكمة عشان تصلح بين القبايل.""",general,Southern,saudial
ابغى ابغى اتكلم معك بالعربي من فضلك,general,Eastern,synthetic_aug
احتاج الصوت واطي ارفع من فضلك,general,Hijazi,synthetic_aug
اقرأ آية الكرسي,quran,Najdi,synthetic
"""أهلا، يا حامي البحار! قود جهود ترميم الشعاب المرجانية في البحر الأحمر. ازرع أنواع المرجان القوية، وسوّ شعاب صناعية، ونفذ طرق صيد مستدامة. علّم الناس المحليين والسياح عن الحفاظ على البيئة البحرية. حافظ على الجنة اللي تحت المية للأجيال الجاية!""",general,Hijazi,saudial
احتاج ضغطي عالي يا أخوي,emergency,Hijazi,synthetic_aug
قولي حفظ سورة قصيرة يا أخوي,quran,Hijazi,synthetic_aug
رفيق حلو صحي بدون سكر من فضلك,diet,Najdi,synthetic_aug
ممكن زيت الزيتون مفيد,diet,Hijazi,synthetic_aug
احتاج دواء الضغط متى آخذه,medication,Hijazi,synthetic_aug
ابغى كم الوقت الحين يا أخوي,reminders,Hijazi,synthetic_aug
احتاج وين رقم الإسعاف,emergency,Janoubi/Southern,synthetic_aug
ساعدني القرآن بالتجويد الحين,quran,Hijazi,synthetic_aug
ممكن اذكرني بصلاة المغرب بسرعة,prayer_time,Najdi,synthetic_aug
"""السوق تغير، بس روحه القديمة باقيه.""",locations,Southern,saudial
انتهى دوائي,medication,Eastern,synthetic
يا رفيق وقت الصلاة كم,prayer_time,Janoubi/Southern,synthetic_aug
يا رفيق سولفلي الحين,conversation,Hijazi,synthetic_aug
سورة الرحمن,quran,Janoubi/Southern,synthetic
"""حياك الله في تحدي قهوة جبال جيزان! شغلتك: تزرع حبوب البن الخولاني الممتازة، وتحمصها عشان تطلع نكهتها الخاصة، وتسوي فنجال يفتخر به جدودك. بس انتبه من المعيز الجبلي الشقي - يحب أحسن الحبوب!""",medication,Southern,saudial
رفيق ذكرني كل يوم الساعة ٨ بسرعة,reminders,Hijazi,synthetic_aug
"""هلا، يا لاعب الكورة البحري! نافس في دوري منصات النفط للكورة عالي المخاطر في الخليج العربي. العب على ملاعب مصممة خصيصًا فوق منصات النفط الضخمة. اتقن فن اللعب في الجو العاصف وعلى الأسطح المتحركة. مثّل منصتك، واصعد في جدول الدوري، وصير بطل هذا الدوري السعودي الفريد!""",reminders,Eastern,saudial
يا رفيق مركز التسوق القريب يا أخوي,locations,Najdi,synthetic_aug
يا رفيق اضبط تذكير,reminders,Eastern,synthetic_aug
قولي قصة,conversation,Hijazi,synthetic
ابغى تاريخ انتهاء الدواء الحين,medication,Eastern,synthetic_aug
ابغى تساعدني سلطة للفطور,diet,Najdi,synthetic_aug
ابغى تساعدني مناسبة قريبة,reminders,Eastern,synthetic_aug
ساعدني ربع القرآن الأول الحين,quran,Najdi,synthetic_aug
ابغى تساعدني دلني على معمل التحاليل الحين,locations,Najdi,synthetic_aug
مركز الأشعة وين,locations,Janoubi/Southern,synthetic
ساعدني موعد التحاليل,reminders,Hijazi,synthetic_aug
ممكن ذكرني أحجز موعد بسرعة,reminders,Hijazi,synthetic_aug
ابغى تساعدني طبخة للمريض الحين,diet,Eastern,synthetic_aug
احتاج صليت الظهر,prayer_time,Hijazi,synthetic_aug
عندي حساسية من هذا الدواء,medication,Najdi,synthetic
ساعدني نكتة يا أخوي,conversation,Najdi,synthetic_aug
رفيق هل تعرف الحجازي,general,Eastern,synthetic_aug
احتاج من يستخدم رفيق,conversation,Janoubi/Southern,synthetic_aug
يا رفيق خفف الصوت شوي الحين,quran,Janoubi/Southern,synthetic_aug
عيني ما تشوف,emergency,Najdi,synthetic
ابغى معلومة ممتعة,conversation,Eastern,synthetic_aug
كمية الملح اليومية,diet,Hijazi,synthetic
ممكن زهقت كلمني شوي يا أخوي,conversation,Najdi,synthetic_aug
"""نجهز شنطة الحج! لا تنسى: الإحرام، والسجادة، والمداس المريح ضروري.""",islamic_advice,Southern,saudial
قولي رقم الطوارئ إيش هو بسرعة,emergency,Eastern,synthetic_aug
اقرأ علي آية يا أخوي,quran,Hijazi,synthetic_aug
ممكن ذكرني أجلس مع العيال,reminders,Eastern,synthetic_aug
وقفت التنبيهات,reminders,Hijazi,synthetic
ابغى ذكرني بجواز السفر,reminders,Hijazi,synthetic_aug
أحكام التجويد,quran,Eastern,synthetic
قولي دعاء دخول المسجد,islamic_advice,Eastern,synthetic_aug
"""هلا، يا حافظ التاريخ! صمم معارض تفاعلية للمتحف العسكري الوطني. اعرض تطور تقنيات الحرب، وبرز قصص الشجاعة، وأكد على الخسائر البشرية للحرب. هدفك تثقف الزوار عن الماضي وتعزز قيمة السلام في الوقت الحالي.""",general,Najdi,saudial
ابغى ربع القرآن الأول,quran,Janoubi/Southern,synthetic_aug
قولي شرب الماء كل ساعة الحين,reminders,Hijazi,synthetic_aug
قولي التمر فيه سكر كثير,diet,Janoubi/Southern,synthetic_aug
رفيق طحت ما أقدر أقوم,emergency,Eastern,synthetic_aug
ممكن لا حول ولا قوة إلا بالله بسرعة,islamic_advice,Eastern,synthetic_aug
أنا خايف بسرعة ساعدني,emergency,Eastern,synthetic
"""مرحبتين، يا مزارع السمك اللي جاي! سو مزارع سمك تدوم في الخليج العربي. وازن بين الهامور والشعري، دير بال الماي بالشعاب المرجانية الذكية، وصد التسربات النفطية بجيش الروبيان الأمين. تذكر، 'البحر ما يشيل إلا أهله'!""",reminders,Eastern,saudial
ابغى الجو كيف من فضلك,general,Hijazi,synthetic_aug
كيف أحفظ الأنسولين,medication,Eastern,synthetic
الله يعافيك,general,Hijazi,synthetic
"""يلا يا شباب، شغلوا الحاسوب الكمي! اليوم بنحل نماذج المناخ أسرع من هبوب في الربع الخالي. بس انتبهوا - حساب غلط واحد ويمكن نتنبأ بالغلط بمطر في الربع الخالي!""",quran,Najdi,saudial
ممكن القرآن وأنا نايم يضر,quran,Hijazi,synthetic_aug
ابغى تساعدني وش أكل اليوم من فضلك,diet,Najdi,synthetic_aug
صدري يوجعني,emergency,Janoubi/Southern,synthetic
ممكن وش تعرف بسرعة,general,Najdi,synthetic_aug
"""كحارس في محمية عسير، شغلتك تحمي البيئة الخاصة عندنا. تعقب النمر العربي، ودل الناس التايهين، وعلم الزوار عن النبات والحيوان حقنا. ولو شفت حد يقطع الشجر بالحرام، صور أعمالهم بالدرون. لا تنسى، كل شجرة عرعر كنز!""",reminders,Southern,saudial
ممكن بروتين يومي كم جرام من فضلك,diet,Najdi,synthetic_aug
رفيق دواء صنعة طبيعية من فضلك,medication,Hijazi,synthetic_aug
ابغى تساعدني إيش تعرف عن السعودية,conversation,Eastern,synthetic_aug
"""الفخ النبطي القديم يشتغل! بسرعة، حل لغز خريطة النجوم عشان توقفه!""",locations,Najdi,saudial
ساعدني الكشف الدوري موعده من فضلك,reminders,Eastern,synthetic_aug
ذكرني أحجز موعد,reminders,Janoubi/Southern,synthetic
رفيق بسم الله الرحمن الرحيم,islamic_advice,Hijazi,synthetic_aug
ابغى تساعدني الإمساك وش يساعد,diet,Eastern,synthetic_aug
ابغى تساعدني ابعث إسعاف على طول,emergency,Hijazi,synthetic_aug
"""سلام يا متسلقين الجبال الشاطرين! جاهزين تصيرون أحسن متسلق في عسير؟ تنقلوا في المنحدرات الخطرة، تجنبوا القرود المشاغبة، واجمعوا الأعشاب الجبلية النادرة. بس انتبهوا من النسور الماكرة - تحسب مهاراتكم في الباركور تحدي لسيطرتها على الجو!""",emergency,Southern,saudial
"""على مهلكم يا رياضيين! مرحبا بكم في ماراثون برج جدة العمودي. سابقوا لأعلى أطول برج في العالم - كل الـ 300 دور! استخدموا الدرج، المصاعد، أو حتى منصات تنظيف الشبابيك. بس خلوا بالكم من مناطق انعدام الجاذبية - مش غش، دي 'تحديات عمودية'!""",general,Hijazi,saudial
ابغى دعاء الاستخارة,islamic_advice,Janoubi/Southern,synthetic_aug
ابغى مساعدة,general,Janoubi/Southern,synthetic
"""وصفة حبوبتي مثل الفزورة. تقدر تفك رموزها؟""",medication,Southern,saudial
يا رفيق آية الطمأنينة من فضلك,quran,Janoubi/Southern,synthetic_aug
"""مبروك، يا حافظ العادات! نظم حفلة زواج عسيرية تقليدية. نسق الزينة الملونة، ورتب عروض الموسيقى والرقص الشعبي، وجهز الأكلات المحلية الأصيلة. اخلط العادات القديمة مع التوقعات الحديثة لحفلة ما تنتسى!""",diet,Southern,saudial
ساعدني عربي ولا إنجليزي بسرعة,general,Hijazi,synthetic_aug
"""حياك في مشروع إحياء الربع الخالي! شغلتك: تحول الصحرا القاسية لنظام بيئي مزدهر. استخدم المكثفات اللي تشتغل بالطاقة الشمسية للماء، ودخّل نباتات قوية، وسو بيئات للحيوانات المحلية. بس انتبه - لو خربت التوازن الدقيق، يمكن تحول الربع الخالي لغابة مطيرة بالغلط!""",quran,Najdi,saudial
وين الشارع الرئيسي,locations,Najdi,synthetic
ابغى تساعدني اتجاه الكعبة وين من فضلك,prayer_time,Eastern,synthetic_aug
اليوم كم يا أخوي,general,Najdi,synthetic_aug
أخبار اليوم الحين,conversation,Najdi,synthetic_aug
أنت مفيد من فضلك,general,Najdi,synthetic_aug
احتاج ذكرني بصلاة المغرب,reminders,Hijazi,synthetic_aug
"""لو تسوق كذا، بترجع البيت مشي!""",locations,Hijazi,saudial
ابغى عادات الكبار بالسعودية يا أخوي,conversation,Eastern,synthetic_aug
قولي البوابة وين بسرعة,locations,Najdi,synthetic_aug
"""النقوش في الحجر تتكلم عن طرق التجارة القديمة. تقدر تفك شفرة كلامها؟""",islamic_advice,Najdi,saudial
"""فوت الكورة بين رجلين المدافع وسو تمريرة حايط مع ربيعك عشان تسجل في زقاق السوق!""",locations,Najdi,saudial
ابغى تساعدني كل جسمي يرتجف من فضلك,emergency,Janoubi/Southern,synthetic_aug
وقت الصلاة كم بسرعة,prayer_time,Hijazi,synthetic_aug
احتاج ذكرني أدفع الفاتورة,reminders,Hijazi,synthetic_aug
ساعدني الطريق للمطار من فضلك,locations,Hijazi,synthetic_aug
حساء الدجاج فيه كالوري كم,diet,Najdi,synthetic
رفيق آية عن الشفاء بسرعة,quran,Hijazi,synthetic_aug
ساعدني تقضى الصلاة الفائتة كيف من فضلك,prayer_time,Najdi,synthetic_aug
"""يالله للعرضة! شيل سيفك وشارك في الرقصة!""",conversation,Eastern,saudial
يا رفيق الدواء والأكل الفترة بينهم يا أخوي,medication,Hijazi,synthetic_aug
"""مرحبا، يا عبقري الواقع الافتراضي! سوّي تجربة واقع افتراضي تخلي المشجعين يحسوا إنهم لاعبين في المنتخب السعودي. صمم مواقف واقعية من مباريات كاس العالم المهمة، وخلي الناس تحس بضغط ركلات الترجيح، وصور إثارة التسجيل لبلدك. جيب إثارة إنك تكون من الصقور الخضر لكل بيت سعودي!""",general,Hijazi,saudial
ابغى تساعدني الصلاة القادمة متى يا أخوي,prayer_time,Eastern,synthetic_aug
دعاء الاستخارة,islamic_advice,Najdi,synthetic
"""ساعدني ألقى حرامي الضايع في خربطة الشنط!""",emergency,Najdi,saudial
حديث نبوي,islamic_advice,Hijazi,synthetic
نجدة نجدة,emergency,Najdi,synthetic
"""الجمل يعرف مكان الراحة قبل الفارس.""",locations,Hijazi,saudial
ابغى أسبرين في البيت الحين,medication,Hijazi,synthetic_aug
قولي المعوذتين اقرأها بسرعة,quran,Eastern,synthetic_aug
مرحبا,general,Najdi,synthetic
احتاج فضل قراءة القرآن يا أخوي,islamic_advice,Najdi,synthetic_aug
مواعيدي اليوم إيش عندي,reminders,Najdi,synthetic
"""قووا مكاين زحّافات الرمل يالمغامرين! جايكم أهبل سباق في الربع الخالي. تنقلوا وسط الهبايب العمية، غلبوا السواق المنافسين، ولقوا الواحات المخبية. بس انتبهوا - الصحرا ذي لها عقل خاص فيها!""",quran,Najdi,saudial
ابغى عشاء صغير,diet,Eastern,synthetic_aug
قولي اشتراك طبي متى يتجدد الحين,reminders,Najdi,synthetic_aug
قولي دعاء للمريض بسرعة,islamic_advice,Hijazi,synthetic_aug
رفيق كل جسمي يرتجف الحين,emergency,Hijazi,synthetic_aug
احتاج ما أفهم من فضلك,general,Hijazi,synthetic_aug
أوميغا 3 مع الأكل,medication,Janoubi/Southern,synthetic
"""لو نستمر نسوق كذا، بناكل غبار!""",locations,Southern,saudial
قولي باي,general,Eastern,synthetic_aug
أغنية شعبية سعودية الحين,conversation,Eastern,synthetic_aug
ابغى إيش رأيك في الحياة,conversation,Eastern,synthetic_aug
صوت الشيخ عبد الباسط الحين,quran,Janoubi/Southern,synthetic_aug
جزء عم كامل,quran,Hijazi,synthetic
صلاة الضحى متى وكم ركعة يا أخوي,prayer_time,Hijazi,synthetic_aug
الطقس بكرة,general,Janoubi/Southern,synthetic
اضبط تذكير,reminders,Eastern,synthetic
ابغى تساعدني ذكرني بالدواء الحين,medication,Najdi,synthetic_aug
تاريخ انتهاء الدواء,medication,Janoubi/Southern,synthetic
قاموس عربي,general,Najdi,synthetic
ابغى تساعدني ذكرني بقراءة القرآن بعد الفجر الحين,reminders,Eastern,synthetic_aug
"""نحلنا يموت على زهور الجبال دي! عسل السنة دي حيطلع أحلى من كل مرة!""",prayer_time,Hijazi,saudial
يا رفيق أقرب عيادة عيون الحين,locations,Najdi,synthetic_aug
ابغى تساعدني ذكرني بأذكار المساء,reminders,Najdi,synthetic_aug
